property_type_location,Property,price,relative_url,property_status,last_updated,num_bedrooms,num_bathrooms,num_parking,area,furnishing,counting,scraped_date
House and Lot • Las Piñas,"BF Homes, Las Piñas","Php 17,000,000",https://www.hoppler.com.ph/las-pinas-bf-homes-rs4673782,Available,"February 13, 2024",5,3,5,200 sqm,Fully Furnished,1124,2024-10-26
House and Lot • Las Piñas,"BF Resort Village, Las Piñas","Php 14,300,000",https://www.hoppler.com.ph/las-pinas-bf-resort-village-rs4777582,Available,"July 26, 2023",4,3,2,180 sqm,Semi-Furnished,1125,2024-10-26
House and Lot • Las Piñas,"BF Homes, Las Piñas","Php 38,000,000",https://www.hoppler.com.ph/las-pinas-bf-homes-rs4866982,Available,"March 20, 2024",5,5,3,354 sqm,Fully Furnished,1126,2024-10-26
House and Lot • Las Piñas,"Versailles Village Alabang, Las Piñas","Php 45,410,000",https://www.hoppler.com.ph/las-pinas-versailles-village-alabang-rs4775982,Available,"July 22, 2023",5,5,4,368 sqm,,1127,2024-10-26
House and Lot • Las Piñas,"BF Resort Village, Las Piñas","Php 18,500,000",https://www.hoppler.com.ph/las-pinas-bf-resort-village-rs4885982,Available,"May 9, 2024",5,5,2,260 sqm,Semi-Furnished,1128,2024-10-26
House and Lot • Las Piñas,"BF Homes, Las Piñas","Php 25,000,000",https://www.hoppler.com.ph/las-pinas-bf-homes-rs4862282,Available,"April 2, 2024",4,3,3,330 sqm,Fully Furnished,1129,2024-10-26
House and Lot • Las Piñas,"Pilar Village, Las Piñas","Php 13,800,000",https://www.hoppler.com.ph/las-pinas-pilar-village-rs4870182,Available,"April 8, 2024",5,4,4,200 sqm,Semi-Furnished,1130,2024-10-26
House and Lot • Las Piñas,"BF Resort Village, Las Piñas","Php 14,300,000",https://www.hoppler.com.ph/las-pinas-bf-resort-village-rs4788482,Available,"April 27, 2024",3,3,2,184 sqm,Semi-Furnished,1131,2024-10-26
Condominium • Las Piñas,"Lanikai Bldg Tower, Ohana Place, Almanza Uno, Las Piñas","Php 6,000,000",https://www.hoppler.com.ph/las-pinas-almanza-uno-ohana-place-rs3901281,Available,"April 22, 2024",2,1,2,77 sqm,Semi-Furnished,1132,2024-10-26
Condominium • Las Piñas,"Tower 1, South Residences, Almanza Uno, Las Piñas","Php 3,815,000",https://www.hoppler.com.ph/las-pinas-almanza-uno-south-residences-rs4470381,Available,"November 14, 2022",1,1,1,23 sqm,Semi-Furnished,1133,2024-10-26
Condominium • Las Piñas,"Tower 2, SMDC South Residences, Almanza Uno, Las Piñas","Php 7,500,000",https://www.hoppler.com.ph/las-pinas-almanza-uno-smdc-south-residences-rs4675981,Available,"March 27, 2023",2,1,2,37 sqm,Fully Furnished,1134,2024-10-26
Condominium • Las Piñas,"Anahola Tower, Ohana Place, Almanza Uno, Las Piñas","Php 7,500,000",https://www.hoppler.com.ph/las-pinas-almanza-uno-ohana-place-rs4781281,Available,"October 11, 2023",2,1,1,57 sqm,Semi-Furnished,1135,2024-10-26
Condominium • Las Piñas,"One Premier, Almanza Uno, Las Piñas","Php 11,700,000",https://www.hoppler.com.ph/las-pinas-almanza-uno-one-premier-rs4904681,Available,"July 15, 2024",2,2,2,48 sqm,Fully Furnished,1136,2024-10-26
Vacant Lot • Taguig,"Arca South, Taguig","Php 1,859,000,000",https://www.hoppler.com.ph/taguig-arca-south-rs4918484,Available,"August 28, 2024",,,,"3,535 sqm",,1137,2024-10-26
Condominium • Las Piñas,"Amaia Steps Alabang  Tower, Amaia Steps Alabang, Almanza Uno, Las Piñas","Php 3,400,000",https://www.hoppler.com.ph/las-pinas-almanza-uno-amaia-steps-alabang-rs4933681,Available,"October 18, 2024",1,1,1,27 sqm,Fully Furnished,1138,2024-10-26
Condominium • Las Piñas,"Viento Tower, null, Alabang West, Las Piñas","Php 8,400,000",https://www.hoppler.com.ph/las-pinas-alabang-west-viento-rs4889781,Available,"September 12, 2024",1,1,1,50 sqm,,1139,2024-10-26
Vacant Lot • Taguig,"Mckinley West, Taguig","Php 150,000,000",https://www.hoppler.com.ph/taguig-mckinley-west-rs4812084,Available,"April 2, 2024",,,,300 sqm,,1140,2024-10-26
Commercial Lot • Cebu,"Cebu City, Cebu","Php 40,024,600",https://www.hoppler.com.ph/cebu-cebu-city-cs0379871,Available,"June 22, 2023",,,,506 sqm,,1141,2024-10-26
Commercial Lot • Aklan,"Malay-Diniwid Beach, Aklan","Php 28,308,000",https://www.hoppler.com.ph/aklan-malay-diniwid-beach-cs0377771,Available,"April 26, 2023",,,,337 sqm,,1142,2024-10-26
Vacant Lot • Taguig,"AFPOVAI Subdivision, Taguig","Php 40,000,000",https://www.hoppler.com.ph/taguig-afpovai-subdivision-rs4605584,Available,"August 12, 2022",,,,400 sqm,,1143,2024-10-26
Commercial Lot • Tarlac,"Tarlac City, Tarlac","Php 12,180,000",https://www.hoppler.com.ph/tarlac-tarlac-city-cs0377671,Available,"August 31, 2023",,,,406 sqm,,1144,2024-10-26
Commercial Lot • Zambales,"Candelaria, Zambales","Php 37,227,000",https://www.hoppler.com.ph/zambales-candelaria-cs0373771,Available,"November 22, 2022",,,,"24,818 sqm",,1145,2024-10-26
Commercial Lot • Cavite,"Bacoor, Cavite","Php 11,704,500",https://www.hoppler.com.ph/cavite-bacoor-cs0358571,Available,"February 10, 2022",,,,289 sqm,,1146,2024-10-26
Commercial Lot • Parañaque,"San Dionisio, Parañaque","Php 904,260,000",https://www.hoppler.com.ph/paranaque-san-dionisio-cs0349171,Available,"September 6, 2022",,,,"6,459 sqm",,1147,2024-10-26
Commercial Lot • Mandaluyong,"Pleasant Hills, Mandaluyong","Php 119,973,000",https://www.hoppler.com.ph/mandaluyong-pleasant-hills-cs0350571,Available,"October 24, 2022",,,,435 sqm,,1148,2024-10-26
Commercial Lot • Pampanga,"Magalang, Pampanga","Php 569,600,000",https://www.hoppler.com.ph/pampanga-magalang-cs0365471,Available,"May 31, 2022",,,,"178,000 sqm",,1149,2024-10-26
Commercial Lot • Bohol,"Panglao, Philippines, Bohol","Php 6,045,000",https://www.hoppler.com.ph/bohol-panglao-philippines-cs0364071,Available,"May 23, 2022",,,,930 sqm,,1150,2024-10-26
Commercial Lot • Caloocan,"Reparo Road, Caloocan","Php 35,999,998",https://www.hoppler.com.ph/caloocan-reparo-road-cs0359571,Available,"February 18, 2022",,,,"1,033 sqm",,1151,2024-10-26
Commercial Lot • Cebu,"Cebu City, Cebu","Php 16,770,000",https://www.hoppler.com.ph/cebu-cebu-city-cs0363171,Available,"August 23, 2022",,,,645 sqm,,1152,2024-10-26
Commercial Lot • Cavite,"Imus, Cavite","Php 160,000,000",https://www.hoppler.com.ph/cavite-imus-cs0356371,Available,"January 5, 2022",,,,"20,000 sqm",,1153,2024-10-26
Commercial Lot • Cavite,"Imus, Cavite","Php 366,400,000",https://www.hoppler.com.ph/cavite-imus-cs0356271,Available,"January 5, 2022",,,,"22,900 sqm",,1154,2024-10-26
Commercial Lot • Cebu,"Cebu City, Cebu","Php 3,045,000",https://www.hoppler.com.ph/cebu-cebu-city-cs0354071,Available,"August 23, 2022",,,,87 sqm,,1155,2024-10-26
Commercial Lot • Parañaque,"Diosdado Macapagal Blvd., Parañaque","Php 7,350,000,000",https://www.hoppler.com.ph/paranaque-diosdado-macapagal-blvd-cs0368171,Available,"August 18, 2022",,,,"21,000 sqm",,1156,2024-10-26
Building • Las Piñas,"Almanza Dos, Las Piñas","Php 130,000,000",https://www.hoppler.com.ph/las-pinas-almanza-dos-cs0387475,Available,"April 22, 2024",,,,"2,985 sqm",,1157,2024-10-26
Townhouse • Las Piñas,"Versailles Village Alabang, Las Piñas","Php 25,566,000",https://www.hoppler.com.ph/las-pinas-versailles-village-alabang-rs4776383,Available,"July 23, 2023",3,2,2,161 sqm,,1158,2024-10-26
Building • Las Piñas,"Gatchalian Subdivision, Las Piñas","Php 64,999,500",https://www.hoppler.com.ph/las-pinas-gatchalian-subdivision-cs0366775,Available,"June 11, 2022",,,,227 sqm,,1159,2024-10-26
Townhouse • Las Piñas,"Pamplona Tres, Las Piñas","Php 4,740,000",https://www.hoppler.com.ph/las-pinas-pamplona-tres-rs4523183,Available,"March 16, 2022",2,2,2,68 sqm,,1160,2024-10-26
Townhouse • Las Piñas,"BF Homes, Las Piñas","Php 32,000,000",https://www.hoppler.com.ph/las-pinas-bf-homes-rs4908783,Available,"July 26, 2024",4,4,3,300 sqm,Semi-Furnished,1161,2024-10-26
Building • Las Piñas,"BF Homes, Las Piñas","Php 45,339,000",https://www.hoppler.com.ph/las-pinas-bf-homes-cs0377175,Available,"August 31, 2023",,,,400 sqm,,1162,2024-10-26
Townhouse • Las Piñas,"Talon Singko, Las Piñas","Php 5,300,000",https://www.hoppler.com.ph/las-pinas-talon-singko-rs4749683,Available,"May 22, 2023",2,2,2,95 sqm,,1163,2024-10-26
Building • Cebu,"Banilad, Cebu","Php 2,400,000,000",https://www.hoppler.com.ph/cebu-banilad-cs0390275,Available,"August 28, 2024",,,,"9,135 sqm",,1164,2024-10-26
Building • Quezon City,"Bago-Bantay, Quezon City","Php 549,999,984",https://www.hoppler.com.ph/quezon-city-bago-bantay-cs0344175,Available,"July 4, 2022",,,,"7,402 sqm",,1165,2024-10-26
Building • Quezon City,"Diliman, Quezon City","Php 649,999,987",https://www.hoppler.com.ph/quezon-city-diliman-cs0344075,Available,"August 18, 2022",,,,"7,625 sqm",,1166,2024-10-26
Building • Quezon City,"West Kamias, Quezon City","Php 135,000,000",https://www.hoppler.com.ph/quezon-city-west-kamias-cs0343275,Available,"January 24, 2022",,,,"2,250 sqm",,1167,2024-10-26
Building • Mandaluyong,"Pag-Asa, Mandaluyong","Php 190,500,435",https://www.hoppler.com.ph/mandaluyong-pag-asa-cs0374875,Available,"December 27, 2022",,,,"2,400 sqm",,1168,2024-10-26
Building • Quezon City,"Greater Lagro, Quezon City","Php 100,000,000",https://www.hoppler.com.ph/quezon-city-greater-lagro-cs0364875,Available,"May 28, 2022",,,,"1,700 sqm",,1169,2024-10-26
Building • Manila,"Sta Mesa, Manila","Php 60,066,000",https://www.hoppler.com.ph/manila-sta-mesa-cs0380675,Available,"July 24, 2023",,,,400 sqm,,1170,2024-10-26
Building • Iloilo,"Iloilo City, Iloilo","Php 30,000,000",https://www.hoppler.com.ph/iloilo-iloilo-city-cs0363975,Available,"May 23, 2022",,,,528 sqm,,1171,2024-10-26
Vacant Lot • Muntinlupa,"Pacific Village, Muntinlupa","Php 70,100,000",https://www.hoppler.com.ph/muntinlupa-pacific-village-rs4667684,Available,"November 25, 2022",,,,700 sqm,,1172,2024-10-26
Condominium • Pasig,"The Travertine at Portico Tower, Portico, Oranbo, Pasig","Php 11,200,000",https://www.hoppler.com.ph/pasig-oranbo-portico-rs4754081,Available,"January 3, 2024",1,1,1,56 sqm,Semi-Furnished,1173,2024-10-26
Vacant Lot • Muntinlupa,"Ayala Alabang Village, Muntinlupa","Php 140,000,000",https://www.hoppler.com.ph/muntinlupa-ayala-alabang-village-rs4900184,Available,"June 25, 2024",,,,800 sqm,,1174,2024-10-26
Vacant Lot • Muntinlupa,"Ayala Alabang Village, Muntinlupa","Php 225,000,000",https://www.hoppler.com.ph/muntinlupa-ayala-alabang-village-rs4911684,Available,"August 6, 2024",,,,910 sqm,,1175,2024-10-26
Condominium • Pasig,"Shine Residences Tower, Shine Residences, Ugong, Pasig","Php 4,300,000",https://www.hoppler.com.ph/pasig-ugong-shine-residences-rs4828681,Available,"January 4, 2024",1,1,1,33 sqm,,1176,2024-10-26
Condominium • Pasig,"Tower 2, The Grove by Rockwell, Ugong, Pasig","Php 12,000,000",https://www.hoppler.com.ph/pasig-ugong-the-grove-by-rockwell-rs4824681,Available,"January 4, 2024",2,1,2,61 sqm,Fully Furnished,1177,2024-10-26
Townhouse • Pasig,"Valle Verde 2, Pasig","Php 18,000,000",https://www.hoppler.com.ph/pasig-valle-verde-2-rs4663383,Available,"November 18, 2022",3,2,1,230 sqm,,1178,2024-10-26
House and Lot • Pasig,"Bagong Ilog, Pasig","Php 35,000,000",https://www.hoppler.com.ph/pasig-bagong-ilog-rs4725082,Available,"April 10, 2023",5,4,3,300 sqm,,1179,2024-10-26
House and Lot • Pasig,"Valle Verde 5, Pasig","Php 230,000,000",https://www.hoppler.com.ph/pasig-valle-verde-5-rs4545982,Available,"April 23, 2022",4,4,4,410 sqm,,1180,2024-10-26
House and Lot • Pasig,"Capitol 8, Pasig","Php 115,000,000",https://www.hoppler.com.ph/pasig-capitol-8-rs4283282,Available,"February 23, 2022",4,4,4,778 sqm,Semi-Furnished,1181,2024-10-26
House and Lot • Pasig,"Kapitolyo, Pasig","Php 34,000,000",https://www.hoppler.com.ph/pasig-kapitolyo-rs4235882,Available,"August 27, 2022",5,5,4,350 sqm,,1182,2024-10-26
House and Lot • Pasig,"Greenwoods Executive Village, Pasig","Php 29,800,000",https://www.hoppler.com.ph/pasig-greenwoods-executive-village-rs4607282,Available,"August 15, 2022",5,5,2,550 sqm,,1183,2024-10-26
House and Lot • Pasig,"Greenwoods Executive Village, Pasig","Php 13,500,000",https://www.hoppler.com.ph/pasig-greenwoods-executive-village-rs4601482,Available,"August 4, 2022",5,5,5,200 sqm,,1184,2024-10-26
House and Lot • Pasig,"Pinagbuhatan, Pasig","Php 5,123,000",https://www.hoppler.com.ph/pasig-pinagbuhatan-rs4470982,Available,"January 5, 2022",3,2,1,77 sqm,,1185,2024-10-26
Townhouse • Pasig,"Kapitolyo, Pasig","Php 18,000,000",https://www.hoppler.com.ph/pasig-kapitolyo-rs3553783,Available,"November 23, 2022",3,3,1,191 sqm,Semi-Furnished,1186,2024-10-26
House and Lot • Pasig,"Greenwoods Executive Village, Pasig","Php 22,900,000",https://www.hoppler.com.ph/pasig-greenwoods-executive-village-rs4682282,Available,"January 18, 2023",4,4,2,280 sqm,Fully Furnished,1187,2024-10-26
Townhouse • Pasig,"Ametta Place, Pasig","Php 35,000,000",https://www.hoppler.com.ph/pasig-ametta-place-rs4612983,Available,"August 30, 2022",4,3,4,334 sqm,Fully Furnished,1188,2024-10-26
Condominium • Pasig,"Tower D, The Grove by Rockwell, Ugong, Pasig","Php 6,105,000",https://www.hoppler.com.ph/pasig-ugong-the-grove-by-rockwell-rs3044381,Available,"November 24, 2022",1,1,1,34 sqm,Fully Furnished,1189,2024-10-26
Condominium • Pasig,"Brent Tower, Brixton Place, Kapitolyo, Pasig","Php 3,900,000",https://www.hoppler.com.ph/pasig-kapitolyo-brixton-place-rs4633681,Available,"December 13, 2022",1,1,1,28 sqm,Fully Furnished,1190,2024-10-26
Condominium • Pasig,"Sheridan Towers South, Sheridan Towers, Kapitolyo, Pasig","Php 4,000,000",https://www.hoppler.com.ph/pasig-kapitolyo-sheridan-towers-rs4599881,Available,"January 4, 2023",1,1,1,28 sqm,,1191,2024-10-26
Condominium • Pasig,"South Sheridan Tower, Sheridan Towers, Kapitolyo, Pasig","Php 4,250,000",https://www.hoppler.com.ph/pasig-kapitolyo-sheridan-towers-rs4565081,Available,"January 27, 2023",1,1,1,29 sqm,Fully Furnished,1192,2024-10-26
Condominium • Pasig,"Tower E, The Grove by Rockwell, Ugong, Pasig","Php 13,000,000",https://www.hoppler.com.ph/pasig-ugong-the-grove-by-rockwell-rs4693681,Available,"February 18, 2023",1,1,1,46 sqm,Fully Furnished,1193,2024-10-26
Condominium • Pasig,"Renaissance Tower, Renaissance 2000, Ortigas Center, Pasig","Php 26,500,000",https://www.hoppler.com.ph/pasig-ortigas-center-renaissance-2000-rs4765581,Available,"July 4, 2023",3,3,2,247 sqm,,1194,2024-10-26
Condominium • Pasig," Palmridge Tower , Rochester Garden Condominium, San Joaquin, Pasig","Php 5,200,000",https://www.hoppler.com.ph/pasig-san-joaquin-rochester-garden-condominium-rs4681081,Available,"January 13, 2023",1,1,1,30 sqm,,1195,2024-10-26
Condominium • Pasig,"parklane Tower, Rochester Garden Condominium, San Joaquin, Pasig","Php 5,500,000",https://www.hoppler.com.ph/pasig-san-joaquin-rochester-garden-condominium-rs4575581,Available,"March 1, 2023",2,1,2,42 sqm,Fully Furnished,1196,2024-10-26
Condominium • Pasig,"Building 1 Tower, Alexandra Condominium, Ortigas Center, Pasig","Php 55,000,000",https://www.hoppler.com.ph/pasig-ortigas-center-alexandra-condominium-rs4688281,Available,"January 31, 2023",3,3,2,250 sqm,,1197,2024-10-26
Condominium • Pasig,"The Royalton at the Capitol Commons, Oranbo, Pasig","Php 29,700,000",https://www.hoppler.com.ph/pasig-oranbo-the-royalton-at-the-capitol-commons-rs4686681,Available,"March 30, 2023",2,2,2,111 sqm,,1198,2024-10-26
Condominium • Pasig,"Tower B, The Grove by Rockwell, Ugong, Pasig","Php 5,500,000",https://www.hoppler.com.ph/pasig-ugong-the-grove-by-rockwell-rs4768081,Available,"July 7, 2023",1,1,1,34 sqm,,1199,2024-10-26
Condominium • Pasig,"Eton Emerald Lofts Tower, Eton Emerald Lofts, Ortigas Center, Pasig","Php 135,000,000",https://www.hoppler.com.ph/pasig-ortigas-center-eton-emerald-lofts-rs4660681,Available,"February 18, 2023",2,1,1,69 sqm,Fully Furnished,1200,2024-10-26
Condominium • Pasig,"Tower D, The Grove by Rockwell, Ugong, Pasig","Php 12,000,000",https://www.hoppler.com.ph/pasig-ugong-the-grove-by-rockwell-rs4795481,Available,"September 14, 2023",2,2,1,68 sqm,Fully Furnished,1201,2024-10-26
Condominium • Pasig,"Tower A, The Grove by Rockwell, Ugong, Pasig","Php 22,500,000",https://www.hoppler.com.ph/pasig-ugong-the-grove-by-rockwell-rs4800881,Available,"September 26, 2023",3,2,3,90 sqm,,1202,2024-10-26
Condominium • Pasig,"Empress Tower, Capitol Commons, Oranbo, Pasig","Php 22,601,000",https://www.hoppler.com.ph/pasig-oranbo-capitol-commons-rs4678681,Available,"September 28, 2023",1,1,1,67 sqm,Semi-Furnished,1203,2024-10-26
Condominium • Pasig,"The Sandstone Tower, Portico, Oranbo, Pasig","Php 11,200,000",https://www.hoppler.com.ph/pasig-oranbo-portico-rs4818281,Available,"October 28, 2023",1,1,1,56 sqm,,1204,2024-10-26
Condominium • Pasig,"One Capitol Condominium, Kapitolyo, Pasig","Php 3,500,000",https://www.hoppler.com.ph/pasig-kapitolyo-one-capitol-condominium-rs4818181,Available,"October 31, 2023",1,20,1,21 sqm,Fully Furnished,1205,2024-10-26
Condominium • Pasig,"The Royalton at the Capitol Commons, Oranbo, Pasig","Php 24,000,000",https://www.hoppler.com.ph/pasig-oranbo-the-royalton-at-the-capitol-commons-rs4687581,Available,"December 4, 2023",2,2,1,111 sqm,Fully Furnished,1206,2024-10-26
Condominium • Pasig,"North Tower, Lumiere Residences, Bagong Ilog, Pasig","Php 7,000,000",https://www.hoppler.com.ph/pasig-bagong-ilog-lumiere-residences-rs4719781,Available,"October 5, 2023",2,1,1,56 sqm,,1207,2024-10-26
Condominium • Pasig,"Tower B, The Grove by Rockwell, Ugong, Pasig","Php 5,300,000",https://www.hoppler.com.ph/pasig-ugong-the-grove-by-rockwell-rs4590881,Available,"July 13, 2022",1,1,1,34 sqm,Fully Furnished,1208,2024-10-26
Condominium • Pasig,"Tower D, The Grove by Rockwell, Ugong, Pasig","Php 15,000,000",https://www.hoppler.com.ph/pasig-ugong-the-grove-by-rockwell-rs4594681,Available,"July 21, 2022",1,1,1,68 sqm,Fully Furnished,1209,2024-10-26
Condominium • Pasig,"Tower 2, Acacia Escalades, Manggahan, Pasig","Php 3,199,200",https://www.hoppler.com.ph/pasig-manggahan-acacia-escalades-rs4588481,Available,"July 11, 2022",1,1,1,26 sqm,,1210,2024-10-26
Condominium • Pasig,"Tower C, The Grove by Rockwell, Ugong, Pasig","Php 12,000,000",https://www.hoppler.com.ph/pasig-ugong-the-grove-by-rockwell-rs4453281,Available,"August 10, 2022",1,1,1,68 sqm,Fully Furnished,1211,2024-10-26
Condominium • Pasig,"Tower A, Brixton Place, Kapitolyo, Pasig","Php 8,000,000",https://www.hoppler.com.ph/pasig-kapitolyo-brixton-place-rs4503781,Available,"August 18, 2022",2,1,1,56 sqm,,1212,2024-10-26
Condominium • Pasig,"West Tower, Lumiere Residences, Bagong Ilog, Pasig","Php 7,000,000",https://www.hoppler.com.ph/pasig-bagong-ilog-lumiere-residences-rs4608381,Available,"August 16, 2022",2,1,2,56 sqm,,1213,2024-10-26
Condominium • Pasig,"West Tower, Lumiere Residences, Bagong Ilog, Pasig","Php 7,000,000",https://www.hoppler.com.ph/pasig-bagong-ilog-lumiere-residences-rs4608481,Available,"August 16, 2022",2,1,2,56 sqm,,1214,2024-10-26
Condominium • Pasig,"The Royalton at the Capitol Commons, Oranbo, Pasig","Php 10,500,000",https://www.hoppler.com.ph/pasig-oranbo-the-royalton-at-the-capitol-commons-rs4430881,Available,"August 27, 2022",1,1,1,40 sqm,Semi-Furnished,1215,2024-10-26
Condominium • Pasig,"The Royalton at the Capitol Commons, Oranbo, Pasig","Php 10,500,000",https://www.hoppler.com.ph/pasig-oranbo-the-royalton-at-the-capitol-commons-rs4430981,Available,"August 27, 2022",1,1,1,40 sqm,Semi-Furnished,1216,2024-10-26
Condominium • Pasig,"The Royalton at the Capitol Commons, Oranbo, Pasig","Php 28,500,000",https://www.hoppler.com.ph/pasig-oranbo-the-royalton-at-the-capitol-commons-rs4308681,Available,"August 27, 2022",2,2,1,101 sqm,Fully Furnished,1217,2024-10-26
